orderid,productid,unitprice_x,quantity,discount,total,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,productname,supplierid,categoryid,quantityperunit,unitprice_y,unitsinstock,unitsonorder,reorderlevel,discontinued,year_month
10283,19,7.3,18,0.0,131.4,-9223372036854775808,3,,-9223372036854775808,1996-08-23,3,84.81,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,
10283,60,27.2,35,0.0,952.0,-9223372036854775808,3,,-9223372036854775808,1996-08-23,3,84.81,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10283,72,27.8,3,0.0,83.4,-9223372036854775808,3,,-9223372036854775808,1996-08-23,3,84.81,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,
10284,27,35.1,15,0.25,526.5,-9223372036854775808,4,,-9223372036854775808,1996-08-27,1,76.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,43.9,49,0,30,False,
10284,44,15.5,21,0.0,325.5,-9223372036854775808,4,,-9223372036854775808,1996-08-27,1,76.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,2,-9223372036854775808,19.45,27,0,15,False,
10284,60,27.2,20,0.25,544.0,-9223372036854775808,4,,-9223372036854775808,1996-08-27,1,76.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10284,67,11.2,5,0.25,56.0,-9223372036854775808,4,,-9223372036854775808,1996-08-27,1,76.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,52,0,10,False,
10285,1,14.4,45,0.2000000029802322,648.0,-9223372036854775808,1,,-9223372036854775808,1996-08-26,2,76.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,
10285,40,14.7,40,0.2000000029802322,588.0,-9223372036854775808,1,,-9223372036854775808,1996-08-26,2,76.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,
10285,53,26.2,36,0.2000000029802322,943.2,-9223372036854775808,1,,-9223372036854775808,1996-08-26,2,76.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,
10286,35,14.4,100,0.0,1440.0,-9223372036854775808,8,,-9223372036854775808,1996-08-30,3,229.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,
10286,62,39.4,40,0.0,1576.0,-9223372036854775808,8,,-9223372036854775808,1996-08-30,3,229.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,
10287,16,13.9,40,0.1500000059604644,556.0,-9223372036854775808,8,,-9223372036854775808,1996-08-28,3,12.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,
10287,34,11.2,20,0.0,224.0,-9223372036854775808,8,,-9223372036854775808,1996-08-28,3,12.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,111,0,15,False,
10287,46,9.6,15,0.1500000059604644,144.0,-9223372036854775808,8,,-9223372036854775808,1996-08-28,3,12.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,
10288,54,5.9,10,0.1000000014901161,59.0,-9223372036854775808,4,,-9223372036854775808,1996-09-03,1,7.45,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,7.45,21,0,10,False,
10288,68,10.0,3,0.1000000014901161,30.0,-9223372036854775808,4,,-9223372036854775808,1996-09-03,1,7.45,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,
10289,3,8.0,30,0.0,240.0,-9223372036854775808,7,,-9223372036854775808,1996-08-28,3,22.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,2,-9223372036854775808,10.0,13,70,25,False,
10289,64,26.6,9,0.0,239.4,-9223372036854775808,7,,-9223372036854775808,1996-08-28,3,22.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,5,-9223372036854775808,33.25,22,80,30,False,
10290,5,17.0,20,0.0,340.0,-9223372036854775808,8,,-9223372036854775808,1996-09-03,1,79.7,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.35,0,0,0,True,
10290,29,99.0,15,0.0,1485.0,-9223372036854775808,8,,-9223372036854775808,1996-09-03,1,79.7,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,
10290,49,16.0,15,0.0,240.0,-9223372036854775808,8,,-9223372036854775808,1996-09-03,1,79.7,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,3,-9223372036854775808,20.0,10,60,15,False,
10290,77,10.4,10,0.0,104.0,-9223372036854775808,8,,-9223372036854775808,1996-09-03,1,79.7,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,
10291,13,4.8,20,0.1000000014901161,96.0,-9223372036854775808,6,,-9223372036854775808,1996-09-04,2,6.4,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,
10291,44,15.5,24,0.1000000014901161,372.0,-9223372036854775808,6,,-9223372036854775808,1996-09-04,2,6.4,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,2,-9223372036854775808,19.45,27,0,15,False,
10291,51,42.4,2,0.1000000014901161,84.8,-9223372036854775808,6,,-9223372036854775808,1996-09-04,2,6.4,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,7,-9223372036854775808,53.0,20,0,10,False,
10292,20,64.8,20,0.0,1296.0,-9223372036854775808,1,,-9223372036854775808,1996-09-02,2,1.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,81.0,40,0,0,False,
10293,18,50.0,12,0.0,600.0,-9223372036854775808,1,,-9223372036854775808,1996-09-11,3,21.18,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,8,-9223372036854775808,62.5,42,0,0,False,
10293,24,3.6,10,0.0,36.0,-9223372036854775808,1,,-9223372036854775808,1996-09-11,3,21.18,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,
10293,63,35.1,5,0.0,175.5,-9223372036854775808,1,,-9223372036854775808,1996-09-11,3,21.18,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,2,-9223372036854775808,43.9,24,0,5,False,
10293,75,6.2,6,0.0,37.2,-9223372036854775808,1,,-9223372036854775808,1996-09-11,3,21.18,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,
10294,1,14.4,18,0.0,259.2,-9223372036854775808,4,,-9223372036854775808,1996-09-05,2,147.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,
10294,17,31.2,15,0.0,468.0,-9223372036854775808,4,,-9223372036854775808,1996-09-05,2,147.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,
10294,43,36.8,15,0.0,552.0,-9223372036854775808,4,,-9223372036854775808,1996-09-05,2,147.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,1,-9223372036854775808,46.0,17,10,25,False,
10294,60,27.2,21,0.0,571.1999999999999,-9223372036854775808,4,,-9223372036854775808,1996-09-05,2,147.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10294,75,6.2,6,0.0,37.2,-9223372036854775808,4,,-9223372036854775808,1996-09-05,2,147.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,
10295,56,30.4,4,0.0,121.6,-9223372036854775808,2,1996-02-09,-9223372036854775808,1996-09-10,2,1.15,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1996-02
10296,11,16.8,12,0.0,201.6,-9223372036854775808,6,1996-03-09,821232000000000000,1996-09-11,1,0.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,21.0,22,30,30,False,1996-03
10296,16,13.9,30,0.0,417.0,-9223372036854775808,6,1996-03-09,821232000000000000,1996-09-11,1,0.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,1996-03
10296,69,28.8,15,0.0,432.0,-9223372036854775808,6,1996-03-09,821232000000000000,1996-09-11,1,0.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,1996-03
10297,39,14.4,60,0.0,864.0,-9223372036854775808,5,1996-04-09,-9223372036854775808,1996-09-10,2,5.74,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,18,1,-9223372036854775808,18.0,69,0,5,False,1996-04
10297,72,27.8,20,0.0,556.0,-9223372036854775808,5,1996-04-09,-9223372036854775808,1996-09-10,2,5.74,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,1996-04
10298,2,15.2,40,0.0,608.0,-9223372036854775808,6,1996-05-09,826416000000000000,1996-09-11,2,168.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,19.0,17,40,25,False,1996-05
10298,36,15.2,40,0.25,608.0,-9223372036854775808,6,1996-05-09,826416000000000000,1996-09-11,2,168.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,19.0,112,0,20,False,1996-05
10298,59,44.0,30,0.25,1320.0,-9223372036854775808,6,1996-05-09,826416000000000000,1996-09-11,2,168.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1996-05
10298,62,39.4,15,0.0,591.0,-9223372036854775808,6,1996-05-09,826416000000000000,1996-09-11,2,168.22,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,1996-05
10299,19,7.3,15,0.0,109.5,-9223372036854775808,4,1996-06-09,829094400000000000,1996-09-13,2,29.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,1996-06
10299,70,12.0,20,0.0,240.0,-9223372036854775808,4,1996-06-09,829094400000000000,1996-09-13,2,29.76,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,1,-9223372036854775808,15.0,15,10,30,False,1996-06
10300,66,13.6,30,0.0,408.0,-9223372036854775808,2,1996-09-09,836956800000000000,1996-09-18,2,17.68,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,17.0,4,100,20,False,1996-09
10300,68,10.0,20,0.0,200.0,-9223372036854775808,2,1996-09-09,836956800000000000,1996-09-18,2,17.68,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,1996-09
10301,40,14.7,10,0.0,147.0,-9223372036854775808,8,1996-09-09,836956800000000000,1996-09-17,2,45.08,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,1996-09
10301,56,30.4,20,0.0,608.0,-9223372036854775808,8,1996-09-09,836956800000000000,1996-09-17,2,45.08,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1996-09
10302,17,31.2,40,0.0,1248.0,-9223372036854775808,4,1996-10-09,839635200000000000,1996-10-09,2,6.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,1996-10
10302,28,36.4,28,0.0,1019.2,-9223372036854775808,4,1996-10-09,839635200000000000,1996-10-09,2,6.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,7,-9223372036854775808,45.6,26,0,0,True,1996-10
10302,43,36.8,12,0.0,441.6,-9223372036854775808,4,1996-10-09,839635200000000000,1996-10-09,2,6.27,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,1,-9223372036854775808,46.0,17,10,25,False,1996-10
10303,40,14.7,40,0.1000000014901161,588.0,-9223372036854775808,7,1996-11-09,842313600000000000,1996-09-18,2,107.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,1996-11
10303,65,16.8,30,0.1000000014901161,504.0,-9223372036854775808,7,1996-11-09,842313600000000000,1996-09-18,2,107.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.05,76,0,0,False,1996-11
10303,68,10.0,15,0.1000000014901161,150.0,-9223372036854775808,7,1996-11-09,842313600000000000,1996-09-18,2,107.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,1996-11
10304,49,16.0,30,0.0,480.0,-9223372036854775808,1,1996-12-09,844905600000000000,1996-09-17,2,63.79,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,3,-9223372036854775808,20.0,10,60,15,False,1996-12
10304,59,44.0,10,0.0,440.0,-9223372036854775808,1,1996-12-09,844905600000000000,1996-09-17,2,63.79,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1996-12
10304,71,17.2,2,0.0,34.4,-9223372036854775808,1,1996-12-09,844905600000000000,1996-09-17,2,63.79,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1996-12
