orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,shipstate/province,shipzip/postalcode,shipcountry/region,shippingfee,taxes,paymenttype,paiddate,notes,taxrate,taxstatus,statusid,uniquerowid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productid,unitpricex,quantity,discount,productname,supplierid,categoryid,quantityperunit,unitpricey,unitsinstock,unitsonorder,reorderlevel,discontinued,orderdate_main,year,month,unitprice,totalamount
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3.0,66.29,GROSELLA-Restaurante,5  Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,,,,,,,,,,,,20,GROSELLA-Restaurante,Manuel Pereira,Owner,5  Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,(2) 283-2951,(2) 283-3397,72,27.8,4.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,,,,27.8,111.2
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1.0,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,21,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,33,2.0,60.0,0.050000000745058,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,,,,2.0,120.0
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1.0,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,21,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,72,27.8,20.0,0.050000000745058,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,,,,27.8,556.0
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1.0,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,,,,,,,,,,,,22,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,36,15.2,30.0,0.0,Inlagd Sill,17.0,8.0,24 - 250 g  jars,19.0,112.0,0.0,20.0,False,1996-01-08,1996.0,1.0,15.2,456.0
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1.0,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,,,,,,,,,,,,22,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,43,36.8,25.0,0.0,Ipoh Coffee,20.0,1.0,16 - 500 g tins,46.0,17.0,10.0,25.0,False,1996-01-08,1996.0,1.0,36.8,919.9999999999999
10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2.0,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,,,,,,,,,,,,23,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,P.O. Box 555,Lander,WY,82520,USA,(307) 555-4680,(307) 555-6525,33,2.0,24.0,0.0,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,1996-01-08,1996.0,1.0,2.0,48.0
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2.0,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,,,,,,,,,,,24,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,20,64.8,6.0,0.0,Sir Rodney's Marmalade,8.0,3.0,30 gift boxes,81.0,40.0,0.0,0.0,False,1996-02-08,1996.0,2.0,64.8,388.79999999999995
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2.0,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,,,,,,,,,,,24,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,31,10.0,40.0,0.0,Gorgonzola Telino,14.0,4.0,12 - 100 g pkgs,12.5,0.0,70.0,20.0,False,1996-02-08,1996.0,2.0,10.0,400.0
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2.0,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,,,,,,,,,,,24,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,72,27.8,24.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,1996-02-08,1996.0,2.0,27.8,667.2
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,25,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,10,24.8,24.0,0.050000000745058,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,1996-05-08,1996.0,5.0,24.8,595.2
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,25,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,31,10.0,15.0,0.050000000745058,Gorgonzola Telino,14.0,4.0,12 - 100 g pkgs,12.5,0.0,70.0,20.0,False,1996-05-08,1996.0,5.0,10.0,150.0
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,25,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,33,2.0,20.0,0.0,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,1996-05-08,1996.0,5.0,2.0,40.0
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,25,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,40,14.7,60.0,0.050000000745058,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,1996-05-08,1996.0,5.0,14.7,882.0
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3.0,76.07,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,25,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,76,14.4,33.0,0.050000000745058,Lakkalik  ri,23.0,1.0,500 ml,18.0,57.0,0.0,20.0,False,1996-05-08,1996.0,5.0,14.4,475.2
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1.0,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,,,,,,,,,,,,26,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,59 rue de l'Abbaye,Reims,,51100,France,26.47.15.10,26.47.15.11,71,17.2,20.0,0.0,Flotemysost,15.0,4.0,10 - 500 g pkgs.,21.5,26.0,0.0,0.0,False,1996-06-08,1996.0,6.0,17.2,344.0
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1.0,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,,,,,,,,,,,,26,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,59 rue de l'Abbaye,Reims,,51100,France,26.47.15.10,26.47.15.11,72,27.8,7.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,1996-06-08,1996.0,6.0,27.8,194.6
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1.0,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,,,,,,,,,,,,27,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Via Ludovico il Moro 22,Bergamo,,24100,Italy,035-640230,035-640231,24,3.6,12.0,0.050000000745058,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,1996-07-08,1996.0,7.0,3.6,43.2
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1.0,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,,,,,,,,,,,,27,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Via Ludovico il Moro 22,Bergamo,,24100,Italy,035-640230,035-640231,59,44.0,6.0,0.050000000745058,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,1996-07-08,1996.0,7.0,44.0,264.0
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,28,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,10,24.8,15.0,0.0,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,1996-08-08,1996.0,8.0,24.8,372.0
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3.0,13.84,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,28,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,13,4.8,10.0,0.0,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,1996-08-08,1996.0,8.0,4.8,48.0
10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3.0,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,,,,,,,,,,,,29,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Heerstr. 22,Leipzig,,04179,Germany,0342-023176,,28,36.4,20.0,0.0,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,1996-09-08,1996.0,9.0,36.4,728.0
10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3.0,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,,,,,,,,,,,,29,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Heerstr. 22,Leipzig,,04179,Germany,0342-023176,,62,39.4,12.0,0.0,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,1996-09-08,1996.0,9.0,39.4,472.79999999999995
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,30,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,44,15.5,16.0,0.0,Gula Malacca,20.0,2.0,20 - 2 kg bags,19.45,27.0,0.0,15.0,False,1996-12-08,1996.0,12.0,15.5,248.0
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,30,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,59,44.0,15.0,0.0,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,1996-12-08,1996.0,12.0,44.0,660.0
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,30,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,63,35.1,8.0,0.0,Vegie-spread,7.0,2.0,15 - 625 g jars,43.9,24.0,0.0,5.0,False,1996-12-08,1996.0,12.0,35.1,280.8
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2.0,92.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,30,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,73,12.0,25.0,0.0,R d Kaviar,17.0,8.0,24 - 150 g jars,15.0,101.0,0.0,5.0,False,1996-12-08,1996.0,12.0,12.0,300.0
10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2.0,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,31,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,17,31.2,15.0,0.25,Alice Mutton,7.0,6.0,20 - 1 kg tins,39.0,0.0,0.0,0.0,True,,,,31.2,468.0
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1.0,8.98,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,32,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,24,3.6,12.0,0.0,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,,,,3.6,43.2
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1.0,8.98,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,32,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,55,19.2,20.0,0.0,P t  chinois,25.0,6.0,24 boxes x 2 pies,24.0,115.0,0.0,20.0,False,,,,19.2,384.0
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1.0,8.98,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,32,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,75,6.2,30.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,6.2,186.0
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1.0,2.94,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,33,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,19,7.3,1.0,0.0,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,,,,7.3,7.3
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1.0,2.94,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,33,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,24,3.6,6.0,0.0,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,,,,3.6,21.6
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1.0,2.94,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,33,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,35,14.4,4.0,0.0,Steeleye Stout,16.0,1.0,24 - 12 oz bottles,18.0,20.0,0.0,15.0,False,,,,14.4,57.6
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1.0,12.69,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,34,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,30,20.7,6.0,0.0,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,,,,20.7,124.19999999999999
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1.0,12.69,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,34,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,57,15.6,2.0,0.0,Ravioli Angelo,26.0,5.0,24 - 250 g pkgs.,19.5,36.0,0.0,20.0,False,,,,15.6,31.2
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,35,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,15,12.4,20.0,0.0,Genen Shouyu,6.0,2.0,24 - 250 ml bottles,15.5,39.0,0.0,5.0,False,,,,12.4,248.0
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,35,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,19,7.3,18.0,0.0,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,,,,7.3,131.4
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,35,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,60,27.2,35.0,0.0,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,,,,27.2,952.0
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3.0,84.81,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,35,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,72,27.8,3.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,,,,27.8,83.4
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,36,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,27,35.1,15.0,0.25,Schoggi Schokolade,11.0,3.0,100 - 100 g pieces,43.9,49.0,0.0,30.0,False,,,,35.1,526.5
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,36,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,44,15.5,21.0,0.0,Gula Malacca,20.0,2.0,20 - 2 kg bags,19.45,27.0,0.0,15.0,False,,,,15.5,325.5
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,36,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,60,27.2,20.0,0.25,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,,,,27.2,544.0
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1.0,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,36,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,67,11.2,5.0,0.25,Laughing Lumberjack Lager,16.0,1.0,24 - 12 oz bottles,14.0,52.0,0.0,10.0,False,,,,11.2,56.0
10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2.0,76.83,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,37,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,1,14.4,45.0,0.2000000029802322,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,,,,14.4,648.0
10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2.0,76.83,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,37,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,40,14.7,40.0,0.2000000029802322,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,,,,14.7,588.0
10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2.0,76.83,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,37,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,53,26.2,36.0,0.2000000029802322,Perth Pasties,24.0,6.0,48 pieces,32.8,0.0,0.0,0.0,True,,,,26.2,943.1999999999999
10286,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3.0,229.24,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,38,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,35,14.4,100.0,0.0,Steeleye Stout,16.0,1.0,24 - 12 oz bottles,18.0,20.0,0.0,15.0,False,,,,14.4,1440.0
10286,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3.0,229.24,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,,,,,,,,,,,,38,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstra e 10,Cunewalde,,01307,Germany,0372-035188,,62,39.4,40.0,0.0,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,,,,39.4,1576.0
10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3.0,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,,,,,,,,,,,,39,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,,16,13.9,40.0,0.1500000059604644,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,13.9,556.0
10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3.0,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,,,,,,,,,,,,39,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,,34,11.2,20.0,0.0,Sasquatch Ale,16.0,1.0,24 - 12 oz bottles,14.0,111.0,0.0,15.0,False,,,,11.2,224.0
10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3.0,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,,,,,,,,,,,,39,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,,46,9.6,15.0,0.1500000059604644,Spegesild,21.0,8.0,4 - 450 g glasses,12.0,95.0,0.0,0.0,False,,,,9.6,144.0
10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1.0,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,,,,,,,,,,,,40,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,54,5.9,10.0,0.1000000014901161,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,,,,5.9,59.0
10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1.0,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,,,,,,,,,,,,40,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,68,10.0,3.0,0.1000000014901161,Scottish Longbreads,8.0,3.0,10 boxes x 8 pieces,12.5,6.0,10.0,15.0,False,,,,10.0,30.0
10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3.0,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,,,,,,,,,,,,41,B's Beverages,Victoria Ashworth,Sales Representative,Fauntleroy Circus,London,,EC2 5NT,UK,(171) 555-1212,,3,8.0,30.0,0.0,Aniseed Syrup,1.0,2.0,12 - 550 ml bottles,10.0,13.0,70.0,25.0,False,,,,8.0,240.0
10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3.0,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,,,,,,,,,,,,41,B's Beverages,Victoria Ashworth,Sales Representative,Fauntleroy Circus,London,,EC2 5NT,UK,(171) 555-1212,,64,26.6,9.0,0.0,Wimmers gute Semmelkn del,12.0,5.0,20 bags x 4 pieces,33.25,22.0,80.0,30.0,False,,,,26.6,239.4
10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1.0,79.7,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,,,,,,,,,,,,42,Com rcio Mineiro,Pedro Afonso,Sales Associate,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,(11) 555-7647,,5,17.0,20.0,0.0,Chef Anton's Gumbo Mix,2.0,2.0,36 boxes,21.35,0.0,0.0,0.0,True,,,,17.0,340.0
10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1.0,79.7,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,,,,,,,,,,,,42,Com rcio Mineiro,Pedro Afonso,Sales Associate,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,(11) 555-7647,,29,99.0,15.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,,,,99.0,1485.0
